Date,Price
03/25/2019,88.71
03/22/2019,88.24
03/21/2019,90.96
03/20/2019,89.86
03/19/2019,88.09
03/18/2019,87.11
03/15/2019,85.62
03/14/2019,84.31
03/13/2019,84.54
03/12/2019,83.66
03/11/2019,83.53
03/08/2019,81.04
03/07/2019,81.3
03/06/2019,83.45
03/05/2019,84.62
03/04/2019,84.81
03/01/2019,83.59
02/28/2019,81.99
02/27/2019,82.05
02/26/2019,81.82
02/25/2019,81.65
02/22/2019,81.58
02/21/2019,80.97
02/20/2019,81.11
02/19/2019,81.38
02/15/2019,80.4
02/14/2019,81.13
02/13/2019,82
02/12/2019,81.9
02/11/2019,79.55
02/08/2019,79.41
02/07/2019,80.72
02/06/2019,82.01
02/05/2019,82.94
02/04/2019,81.67
02/01/2019,81.31
01/31/2019,85.94
01/30/2019,83.52
01/29/2019,79.69
01/28/2019,81.89
01/25/2019,83.53
01/24/2019,82.75
01/23/2019,82
01/22/2019,81.61
01/18/2019,84.81
01/17/2019,84.66
01/16/2019,84.19
01/15/2019,83.73
01/14/2019,80.86
01/11/2019,82.03
01/10/2019,82.81
01/09/2019,82.97
01/08/2019,82.83
01/07/2019,81.48
01/04/2019,78.77
01/03/2019,75.01
01/02/2019,76.96
12/31/2018,75.1
12/28/2018,73.9
12/27/2018,73.08
12/26/2018,73.55
12/24/2018,67.2
12/21/2018,68.87
12/20/2018,73.04
12/19/2018,74.75
12/18/2018,77.57
12/17/2018,76.05
12/14/2018,79.6
12/13/2018,82.92
12/12/2018,83.18
12/11/2018,82.16
12/10/2018,82.05
12/07/2018,81.46
12/06/2018,84.96
12/04/2018,83.42
12/03/2018,88.62
11/30/2018,84.51
11/29/2018,83.68
11/28/2018,83.89
11/27/2018,79.07
11/26/2018,79.07
11/23/2018,75.1
11/21/2018,75.84
11/20/2018,74.77
11/19/2018,75.61
11/16/2018,79.67
11/15/2018,80.97
11/14/2018,79.95
11/13/2018,81.56
11/12/2018,81.84
11/09/2018,85.62
11/08/2018,87.75
11/07/2018,87.77
11/06/2018,82.14
11/05/2018,81.39
11/02/2018,83.28
11/01/2018,83.28
10/31/2018,79.9
10/30/2018,76.52
10/29/2018,76.94
10/26/2018,82.14
10/25/2018,89.11
10/24/2018,83.21
10/23/2018,88.44
10/22/2018,89.47
10/19/2018,88.2
10/18/2018,88.54
10/17/2018,91.59
10/16/2018,91
10/15/2018,88.05
10/12/2018,89.43
10/11/2018,85.97
10/10/2018,87.76
10/09/2018,93.52
10/08/2018,93.22
10/05/2018,94.48
10/04/2018,95.47
10/03/2018,97.64
10/02/2018,98.57
10/01/2018,100.22
09/28/2018,100.15
09/27/2018,100.65
09/26/2018,98.74
09/25/2018,98.73
09/24/2018,96.72
09/21/2018,95.75
09/20/2018,97.22
09/19/2018,96.32
09/18/2018,97.05
09/17/2018,95.4
09/14/2018,98.51
09/13/2018,99.49
09/12/2018,99.5
09/11/2018,99.36
09/10/2018,96.95
09/07/2018,97.6
09/06/2018,97.92
09/05/2018,99.74
09/04/2018,101.98
08/31/2018,100.64
08/30/2018,100.12
08/29/2018,99.91
08/28/2018,96.64
08/27/2018,96.38
08/24/2018,95.27
08/23/2018,95.14
08/22/2018,95.25
08/21/2018,94.17
08/20/2018,93.84
08/17/2018,94.11
08/16/2018,94.33
08/15/2018,94.13
08/14/2018,95.98
08/13/2018,94.81
08/10/2018,94.31
08/09/2018,94.93
08/08/2018,94.33
08/07/2018,93.12
08/06/2018,92.39
08/03/2018,91.16
08/02/2018,91.72
08/01/2018,89.86
07/31/2018,88.87
07/30/2018,88.96
07/27/2018,90.86
07/26/2018,90.4
07/25/2018,93.18
07/24/2018,91.46
07/23/2018,90.1
07/20/2018,90.69
07/19/2018,90.65
07/18/2018,92.15
07/17/2018,92.2
07/16/2018,91.12
07/13/2018,90.65
07/12/2018,89.83
07/11/2018,87.75
07/10/2018,87.15
07/09/2018,86.95
07/06/2018,85.53
07/05/2018,84.99
07/03/2018,84.7
07/02/2018,85.69
06/29/2018,84.99
06/28/2018,85.07
06/27/2018,83.03
06/26/2018,84.55
06/25/2018,83.16
06/22/2018,85.78
06/21/2018,86.51
06/20/2018,87.5
06/19/2018,86.74
06/18/2018,86.19
06/15/2018,85.8
06/14/2018,86.19
06/13/2018,85.24
06/12/2018,84.94
06/11/2018,84.46
06/08/2018,84.2
