Date,Price
11/28/2018,44.51
11/27/2018,44.5
11/26/2018,44.26
11/23/2018,44.33
11/21/2018,44.05
11/20/2018,44.69
11/19/2018,45.5
11/16/2018,45.1
11/15/2018,44.8
11/14/2018,44.2
11/13/2018,44.66
11/12/2018,44.62
11/09/2018,44.14
11/08/2018,43.49
11/07/2018,43.38
11/06/2018,42.87
11/05/2018,42.68
11/02/2018,42.04
11/01/2018,42.62
10/31/2018,43.12
10/30/2018,43.39
10/29/2018,43.2
10/26/2018,42.47
10/25/2018,43.3
10/24/2018,43.9
10/23/2018,42.66
10/22/2018,43.16
10/19/2018,43.37
10/18/2018,42.89
10/17/2018,42.7
10/16/2018,42.82
10/15/2018,42.41
10/12/2018,42.34
10/11/2018,42.27
10/10/2018,43.19
10/09/2018,43.43
10/08/2018,43.33
10/05/2018,43.09
10/04/2018,42.31
10/03/2018,42.06
10/02/2018,42.34
10/01/2018,41.75
09/28/2018,41.9
09/27/2018,41.4
09/26/2018,41.11
09/25/2018,41.71
09/24/2018,42.2
09/21/2018,42.69
09/20/2018,42.32
09/19/2018,42.29
09/18/2018,43.36
09/17/2018,43.47
09/14/2018,43.41
09/13/2018,43.65
09/12/2018,43.12
09/11/2018,43.04
09/10/2018,43.01
09/07/2018,43.02
09/06/2018,43.45
09/05/2018,42.91
09/04/2018,42.51
08/31/2018,42.52
08/30/2018,42.71
08/29/2018,42.63
08/28/2018,42.64
08/27/2018,42.87
08/24/2018,43.17
08/23/2018,42.91
08/22/2018,42.93
08/21/2018,43.16
08/20/2018,43.58
08/17/2018,43.79
08/16/2018,43.7
08/15/2018,43.19
08/14/2018,42.98
08/13/2018,42.83
08/10/2018,42.73
08/09/2018,42.71
08/08/2018,42.52
08/07/2018,42.66
08/06/2018,42.75
08/03/2018,42.79
08/02/2018,42.36
08/01/2018,41.98
07/31/2018,41.88
07/30/2018,41.56
07/27/2018,41.74
07/26/2018,42.04
07/25/2018,41.94
07/24/2018,42.55
07/23/2018,42.21
07/20/2018,42.49
07/19/2018,42.56
07/18/2018,42.35
07/17/2018,42.55
07/16/2018,42.38
07/13/2018,42.38
07/12/2018,42.12
07/11/2018,42.1
07/10/2018,41.86
07/09/2018,41.33
07/06/2018,42.58
07/05/2018,42.13
07/03/2018,42.14
07/02/2018,42.25
06/29/2018,41.76
06/28/2018,41.7
06/27/2018,42.02
06/26/2018,41.69
06/25/2018,41.6
06/22/2018,41.08
06/21/2018,40.84
06/20/2018,40.67
06/19/2018,40.75
06/18/2018,40.1
06/15/2018,39.88
06/14/2018,39.7
06/13/2018,39.28
06/12/2018,39.35
06/11/2018,38.85
06/08/2018,39.2
06/07/2018,39.09
06/06/2018,39.03
06/05/2018,39.83
06/04/2018,40.29
06/01/2018,40.77
05/31/2018,41.45
05/30/2018,41.32
05/29/2018,40.93
05/25/2018,40.6
05/24/2018,40.3
05/23/2018,40.07
05/22/2018,39.86
05/21/2018,40.05
05/18/2018,39.11
05/17/2018,39.1
05/16/2018,39.29
05/15/2018,39.71
05/14/2018,40.05
05/11/2018,40.19
05/10/2018,40.06
05/09/2018,39.57
05/08/2018,39.98
05/07/2018,40.84
05/04/2018,41.02
05/03/2018,40.77
05/02/2018,40.86
05/01/2018,40.8
04/30/2018,40.98
04/27/2018,40.99
04/26/2018,40.8
04/25/2018,40.08
04/24/2018,40.54
04/23/2018,40.28
04/20/2018,40.2
04/19/2018,40.63
04/18/2018,40.72
04/17/2018,40.8
04/16/2018,40.53
04/13/2018,40.05
04/12/2018,39.77
04/11/2018,40.26
04/10/2018,40.45
04/09/2018,40.53
04/06/2018,40.69
04/05/2018,41
04/04/2018,40.58
04/03/2018,40.5
04/02/2018,40.59
03/29/2018,40.83
03/28/2018,40.57
03/27/2018,40.65
03/26/2018,40.36
03/23/2018,39.87
03/22/2018,40.47
03/21/2018,40.02
03/20/2018,40.1
03/19/2018,39.98
03/16/2018,40.26
03/15/2018,39.53
